Country,Code,Year,Internet_Users_Percent,Region,IncomeGroup
Russian Federation,RUS,1994,0.0538,Europe & Central Asia,High income
Sudan,SDN,1994,0.0,Sub-Saharan Africa,Low income
Singapore,SGP,1994,1.19,East Asia & Pacific,High income
Sierra Leone,SLE,1994,0.0,Sub-Saharan Africa,Low income
Slovak Republic,SVK,1994,0.319,Europe & Central Asia,High income
Slovenia,SVN,1994,1.07,Europe & Central Asia,High income
Sweden,SWE,1994,3.41,Europe & Central Asia,High income
Syrian Arab Republic,SYR,1994,0.0,Middle East & North Africa,Low income
Togo,TGO,1994,0.0,Sub-Saharan Africa,Low income
Thailand,THA,1994,0.0386,East Asia & Pacific,Upper middle income
Tunisia,TUN,1994,0.00738,Middle East & North Africa,Lower middle income
Turkiye,TUR,1994,0.0499,Europe & Central Asia,Upper middle income
Ukraine,UKR,1994,0.0136,Europe & Central Asia,Upper middle income
Uruguay,URY,1994,0.0625,Latin America & Caribbean,High income
United States,USA,1994,4.86,North America,High income
"Venezuela, RB",VEN,1994,0.0555,Latin America & Caribbean,
Virgin Islands (U.S.),VIR,1994,0.941,Latin America & Caribbean,High income
South Africa,ZAF,1994,0.247,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1994,0.00678,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1994,0.00174,Sub-Saharan Africa,Lower middle income
Albania,ALB,1995,0.0112,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,1995,0.103,Middle East & North Africa,High income
Argentina,ARG,1995,0.0863,Latin America & Caribbean,Upper middle income
Armenia,ARM,1995,0.0527,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,1995,2.2,Latin America & Caribbean,High income
Australia,AUS,1995,2.76,East Asia & Pacific,High income
Austria,AUT,1995,1.89,Europe & Central Asia,High income
Azerbaijan,AZE,1995,0.00206,Europe & Central Asia,Upper middle income
Burundi,BDI,1995,0.0,Sub-Saharan Africa,Low income
Belgium,BEL,1995,0.992,Europe & Central Asia,High income
Bulgaria,BGR,1995,0.12,Europe & Central Asia,High income
Bahrain,BHR,1995,0.346,Middle East & North Africa,High income
"Bahamas, The",BHS,1995,0.96,Latin America & Caribbean,High income
Belarus,BLR,1995,0.00292,Europe & Central Asia,Upper middle income
Belize,BLZ,1995,0.0454,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1995,6.84,North America,High income
Bolivia,BOL,1995,0.0668,Latin America & Caribbean,Lower middle income
Brazil,BRA,1995,0.105,Latin America & Caribbean,Upper middle income
Barbados,BRB,1995,0.00775,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1995,1.02,East Asia & Pacific,High income
Botswana,BWA,1995,0.0645,Sub-Saharan Africa,Upper middle income
Canada,CAN,1995,4.16,North America,High income
Switzerland,CHE,1995,3.55,Europe & Central Asia,High income
Chile,CHL,1995,0.347,Latin America & Caribbean,High income
China,CHN,1995,0.00495,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1995,0.0002,Sub-Saharan Africa,Lower middle income
Colombia,COL,1995,0.188,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,1995,0.417,Latin America & Caribbean,High income
Cuba,CUB,1995,9.17e-05,Latin America & Caribbean,Upper middle income
Cayman Islands,CYM,1995,3.95,Latin America & Caribbean,High income
Cyprus,CYP,1995,0.41,Europe & Central Asia,High income
Czechia,CZE,1995,1.45,Europe & Central Asia,High income
Germany,DEU,1995,1.84,Europe & Central Asia,High income
Djibouti,DJI,1995,0.016,Middle East & North Africa,Lower middle income
Dominica,DMA,1995,0.549,Latin America & Caribbean,Upper middle income
Denmark,DNK,1995,3.83,Europe & Central Asia,High income
Dominican Republic,DOM,1995,0.0172,Latin America & Caribbean,Upper middle income
Algeria,DZA,1995,0.00177,Middle East & North Africa,Upper middle income
Ecuador,ECU,1995,0.0438,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1995,0.0313,Middle East & North Africa,Lower middle income
Eritrea,ERI,1995,0.0,Sub-Saharan Africa,Low income
Spain,ESP,1995,0.381,Europe & Central Asia,High income
Estonia,EST,1995,2.78,Europe & Central Asia,High income
Ethiopia,ETH,1995,1.75e-05,Sub-Saharan Africa,
Finland,FIN,1995,13.9,Europe & Central Asia,High income
Fiji,FJI,1995,0.00912,East Asia & Pacific,Upper middle income
France,FRA,1995,1.64,Europe & Central Asia,High income
Faroe Islands,FRO,1995,0.0,Europe & Central Asia,High income
United Kingdom,GBR,1995,1.9,Europe & Central Asia,High income
Georgia,GEO,1995,0.0118,Europe & Central Asia,Upper middle income
Ghana,GHA,1995,0.000348,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1995,0.000669,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1995,0.00922,Sub-Saharan Africa,Low income
Greece,GRC,1995,0.75,Europe & Central Asia,High income
Grenada,GRD,1995,0.0,Latin America & Caribbean,Upper middle income
Greenland,GRL,1995,0.0539,Europe & Central Asia,High income
Guatemala,GTM,1995,0.003,Latin America & Caribbean,Upper middle income
Guam,GUM,1995,0.66,East Asia & Pacific,High income
"Hong Kong SAR, China",HKG,1995,3.22,East Asia & Pacific,High income
Honduras,HND,1995,0.0368,Latin America & Caribbean,Lower middle income
Croatia,HRV,1995,0.514,Europe & Central Asia,High income
Hungary,HUN,1995,0.677,Europe & Central Asia,High income
Indonesia,IDN,1995,0.0261,East Asia & Pacific,Upper middle income
India,IND,1995,0.0262,South Asia,Lower middle income
Ireland,IRL,1995,1.11,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1995,0.00418,Middle East & North Africa,Upper middle income
Iceland,ISL,1995,11.2,Europe & Central Asia,High income
Israel,ISR,1995,0.93,Middle East & North Africa,High income
Italy,ITA,1995,0.524,Europe & Central Asia,High income
Jamaica,JAM,1995,0.109,Latin America & Caribbean,Upper middle income
Jordan,JOR,1995,0.0232,Middle East & North Africa,Lower middle income
Japan,JPN,1995,1.59,East Asia & Pacific,High income
Kazakhstan,KAZ,1995,0.0113,Europe & Central Asia,Upper middle income
Kenya,KEN,1995,0.000727,Sub-Saharan Africa,Lower middle income
"Korea, Rep.",KOR,1995,0.82,East Asia & Pacific,High income
Kuwait,KWT,1995,0.203,Middle East & North Africa,High income
Lebanon,LBN,1995,0.0716,Middle East & North Africa,Lower middle income
St. Lucia,LCA,1995,0.306,Latin America & Caribbean,Upper middle income
Sri Lanka,LKA,1995,0.00548,South Asia,Lower middle income
Luxembourg,LUX,1995,1.59,Europe & Central Asia,High income
"Macao SAR, China",MAC,1995,0.28,East Asia & Pacific,High income
Morocco,MAR,1995,0.00371,Middle East & North Africa,Lower middle income
Moldova,MDA,1995,0.00346,Europe & Central Asia,Upper middle income
Maldives,MDV,1995,0.0,South Asia,Upper middle income
Mexico,MEX,1995,0.103,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1995,0.0,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1995,0.0407,Europe & Central Asia,Upper middle income
Malta,MLT,1995,0.225,Middle East & North Africa,High income
Mongolia,MNG,1995,0.00881,East Asia & Pacific,Upper middle income
Malaysia,MYS,1995,0.146,East Asia & Pacific,Upper middle income
Namibia,NAM,1995,0.00617,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,1995,0.00518,East Asia & Pacific,High income
Nicaragua,NIC,1995,0.03,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1995,6.47,Europe & Central Asia,High income
Norway,NOR,1995,6.42,Europe & Central Asia,High income
Nepal,NPL,1995,0.000925,South Asia,Lower middle income
New Zealand,NZL,1995,4.88,East Asia & Pacific,High income
Pakistan,PAK,1995,0.000123,Middle East & North Africa,Lower middle income
Panama,PAN,1995,0.0561,Latin America & Caribbean,High income
Peru,PER,1995,0.0334,Latin America & Caribbean,Upper middle income
Philippines,PHL,1995,0.0286,East Asia & Pacific,Lower middle income
Poland,POL,1995,0.648,Europe & Central Asia,High income
Puerto Rico (US),PRI,1995,0.135,Latin America & Caribbean,High income
Portugal,PRT,1995,1.49,Europe & Central Asia,High income
Qatar,QAT,1995,0.19,Middle East & North Africa,High income
Romania,ROU,1995,0.075,Europe & Central Asia,High income
Russian Federation,RUS,1995,0.148,Europe & Central Asia,High income
Saudi Arabia,SAU,1995,0.011,Middle East & North Africa,High income
Sudan,SDN,1995,0.0,Sub-Saharan Africa,Low income
Senegal,SEN,1995,0.000693,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1995,2.87,East Asia & Pacific,High income
Solomon Islands,SLB,1995,0.0249,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,1995,0.0,Sub-Saharan Africa,Low income
San Marino,SMR,1995,1.36,Europe & Central Asia,High income
"Somalia, Fed. Rep.",SOM,1995,0.0,Sub-Saharan Africa,Low income
Suriname,SUR,1995,0.115,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,1995,0.523,Europe & Central Asia,High income
Slovenia,SVN,1995,2.9,Europe & Central Asia,High income
Sweden,SWE,1995,5.1,Europe & Central Asia,High income
Eswatini,SWZ,1995,0.00103,Sub-Saharan Africa,Lower middle income
Syrian Arab Republic,SYR,1995,0.0,Middle East & North Africa,Low income
Togo,TGO,1995,0.0,Sub-Saharan Africa,Low income
Thailand,THA,1995,0.0748,East Asia & Pacific,Upper middle income
Tonga,TON,1995,0.123,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,1995,0.158,Latin America & Caribbean,High income
Tunisia,TUN,1995,0.0112,Middle East & North Africa,Lower middle income
Turkiye,TUR,1995,0.0817,Europe & Central Asia,Upper middle income
Uganda,UGA,1995,0.00286,Sub-Saharan Africa,Low income
Ukraine,UKR,1995,0.0431,Europe & Central Asia,Upper middle income
Uruguay,URY,1995,0.31,Latin America & Caribbean,High income
United States,USA,1995,9.24,North America,High income
Uzbekistan,UZB,1995,0.00153,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,1995,0.129,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,1995,0.122,Latin America & Caribbean,
Virgin Islands (U.S.),VIR,1995,2.8,Latin America & Caribbean,High income
South Africa,ZAF,1995,0.677,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,1995,0.00878,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,1995,0.00768,Sub-Saharan Africa,Lower middle income
Aruba,ABW,1996,2.77,Latin America & Caribbean,High income
Angola,AGO,1996,0.000776,Sub-Saharan Africa,Lower middle income
Albania,ALB,1996,0.0322,Europe & Central Asia,Upper middle income
Andorra,AND,1996,1.53,Europe & Central Asia,High income
United Arab Emirates,ARE,1996,0.375,Middle East & North Africa,High income
Argentina,ARG,1996,0.142,Latin America & Caribbean,Upper middle income
Armenia,ARM,1996,0.0946,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,1996,2.86,Latin America & Caribbean,High income
Australia,AUS,1996,3.28,East Asia & Pacific,High income
Austria,AUT,1996,6.91,Europe & Central Asia,High income
Azerbaijan,AZE,1996,0.00635,Europe & Central Asia,Upper middle income
Burundi,BDI,1996,0.000804,Sub-Saharan Africa,Low income
Belgium,BEL,1996,2.97,Europe & Central Asia,High income
Benin,BEN,1996,0.00169,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,1996,0.000961,Sub-Saharan Africa,Low income
Bulgaria,BGR,1996,0.725,Europe & Central Asia,High income
Bahrain,BHR,1996,0.843,Middle East & North Africa,High income
"Bahamas, The",BHS,1996,1.75,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,1996,0.0151,Europe & Central Asia,Upper middle income
Belarus,BLR,1996,0.0293,Europe & Central Asia,Upper middle income
Belize,BLZ,1996,0.883,Latin America & Caribbean,Upper middle income
Bermuda,BMU,1996,16.2,North America,High income
Bolivia,BOL,1996,0.196,Latin America & Caribbean,Lower middle income
Brazil,BRA,1996,0.451,Latin America & Caribbean,Upper middle income
Barbados,BRB,1996,0.389,Latin America & Caribbean,High income
Brunei Darussalam,BRN,1996,3.3,East Asia & Pacific,High income
Botswana,BWA,1996,0.157,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,1996,0.00585,Sub-Saharan Africa,Low income
Canada,CAN,1996,6.76,North America,High income
Switzerland,CHE,1996,4.55,Europe & Central Asia,High income
Chile,CHL,1996,0.683,Latin America & Caribbean,High income
China,CHN,1996,0.0131,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,1996,0.00841,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,1996,0.000108,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,1996,0.00353,Sub-Saharan Africa,Lower middle income
Colombia,COL,1996,0.33,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,1996,0.841,Latin America & Caribbean,High income
Cuba,CUB,1996,0.0319,Latin America & Caribbean,Upper middle income
Cyprus,CYP,1996,0.673,Europe & Central Asia,High income
Czechia,CZE,1996,1.94,Europe & Central Asia,High income
Germany,DEU,1996,3.05,Europe & Central Asia,High income
Djibouti,DJI,1996,0.0312,Middle East & North Africa,Lower middle income
Dominica,DMA,1996,1.17,Latin America & Caribbean,Upper middle income
Denmark,DNK,1996,5.71,Europe & Central Asia,High income
Dominican Republic,DOM,1996,0.075,Latin America & Caribbean,Upper middle income
Algeria,DZA,1996,0.00174,Middle East & North Africa,Upper middle income
Ecuador,ECU,1996,0.0862,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,1996,0.0615,Middle East & North Africa,Lower middle income
Eritrea,ERI,1996,0.0,Sub-Saharan Africa,Low income
Spain,ESP,1996,1.33,Europe & Central Asia,High income
Estonia,EST,1996,3.53,Europe & Central Asia,High income
Ethiopia,ETH,1996,0.0017,Sub-Saharan Africa,
Finland,FIN,1996,16.8,Europe & Central Asia,High income
Fiji,FJI,1996,0.0644,East Asia & Pacific,Upper middle income
France,FRA,1996,2.58,Europe & Central Asia,High income
Faroe Islands,FRO,1996,2.32,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,1996,0.278,East Asia & Pacific,Lower middle income
Gabon,GAB,1996,0.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,1996,4.12,Europe & Central Asia,High income
Georgia,GEO,1996,0.0401,Europe & Central Asia,Upper middle income
Ghana,GHA,1996,0.00565,Sub-Saharan Africa,Lower middle income
Guinea,GIN,1996,0.00195,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,1996,0.0355,Sub-Saharan Africa,Low income
Greece,GRC,1996,1.4,Europe & Central Asia,High income
Grenada,GRD,1996,0.298,Latin America & Caribbean,Upper middle income
Greenland,GRL,1996,1.8,Europe & Central Asia,High income
Guatemala,GTM,1996,0.0195,Latin America & Caribbean,Upper middle income
Guam,GUM,1996,1.36,East Asia & Pacific,High income
Guyana,GUY,1996,0.0659,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,1996,4.75,East Asia & Pacific,High income
Honduras,HND,1996,0.0437,Latin America & Caribbean,Lower middle income
Croatia,HRV,1996,0.859,Europe & Central Asia,High income
Haiti,HTI,1996,0.00748,Latin America & Caribbean,Lower middle income
Hungary,HUN,1996,0.969,Europe & Central Asia,High income
Indonesia,IDN,1996,0.0566,East Asia & Pacific,Upper middle income
India,IND,1996,0.0463,South Asia,Lower middle income
Ireland,IRL,1996,2.2,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,1996,0.0158,Middle East & North Africa,Upper middle income
Iceland,ISL,1996,14.8,Europe & Central Asia,High income
Israel,ISR,1996,2.17,Middle East & North Africa,High income
Italy,ITA,1996,1.02,Europe & Central Asia,High income
Jamaica,JAM,1996,0.591,Latin America & Caribbean,Upper middle income
Jordan,JOR,1996,0.0449,Middle East & North Africa,Lower middle income
Japan,JPN,1996,4.37,East Asia & Pacific,High income
Kazakhstan,KAZ,1996,0.0318,Europe & Central Asia,Upper middle income
Kenya,KEN,1996,0.00884,Sub-Saharan Africa,Lower middle income
St. Kitts and Nevis,KNA,1996,1.95,Latin America & Caribbean,High income
"Korea, Rep.",KOR,1996,1.62,East Asia & Pacific,High income
Kuwait,KWT,1996,0.856,Middle East & North Africa,High income
Lebanon,LBN,1996,0.14,Middle East & North Africa,Lower middle income
St. Lucia,LCA,1996,0.67,Latin America & Caribbean,Upper middle income
Sri Lanka,LKA,1996,0.0545,South Asia,Lower middle income
Lesotho,LSO,1996,0.00285,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,1996,0.277,Europe & Central Asia,High income
Luxembourg,LUX,1996,5.55,Europe & Central Asia,High income
Latvia,LVA,1996,0.813,Europe & Central Asia,High income
"Macao SAR, China",MAC,1996,0.727,East Asia & Pacific,High income
Morocco,MAR,1996,0.00568,Middle East & North Africa,Lower middle income
Moldova,MDA,1996,0.00464,Europe & Central Asia,Upper middle income
Madagascar,MDG,1996,0.0037,Sub-Saharan Africa,Low income
Maldives,MDV,1996,0.227,South Asia,Upper middle income
Mexico,MEX,1996,0.2,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,1996,0.0371,East Asia & Pacific,Upper middle income
North Macedonia,MKD,1996,0.076,Europe & Central Asia,Upper middle income
Mali,MLI,1996,0.00206,Sub-Saharan Africa,Low income
Malta,MLT,1996,1.05,Middle East & North Africa,High income
Mongolia,MNG,1996,0.0182,East Asia & Pacific,Upper middle income
Mozambique,MOZ,1996,0.00304,Sub-Saharan Africa,Low income
Mauritius,MUS,1996,0.184,Sub-Saharan Africa,Upper middle income
Malaysia,MYS,1996,0.852,East Asia & Pacific,Upper middle income
Namibia,NAM,1996,0.00903,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,1996,0.253,East Asia & Pacific,High income
Niger,NER,1996,0.00104,Sub-Saharan Africa,Low income
Nigeria,NGA,1996,0.00883,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,1996,0.0841,Latin America & Caribbean,Lower middle income
Netherlands,NLD,1996,9.65,Europe & Central Asia,High income
Norway,NOR,1996,18.3,Europe & Central Asia,High income
Nepal,NPL,1996,0.00451,South Asia,Lower middle income
New Zealand,NZL,1996,8.04,East Asia & Pacific,High income
Oman,OMN,1996,0.0,Middle East & North Africa,High income
Pakistan,PAK,1996,0.00299,Middle East & North Africa,Lower middle income
Panama,PAN,1996,0.22,Latin America & Caribbean,High income
Peru,PER,1996,0.246,Latin America & Caribbean,Upper middle income
Philippines,PHL,1996,0.0559,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,1996,0.00207,East Asia & Pacific,Lower middle income
Poland,POL,1996,1.3,Europe & Central Asia,High income
Puerto Rico (US),PRI,1996,0.268,Latin America & Caribbean,High income
Portugal,PRT,1996,2.98,Europe & Central Asia,High income
Paraguay,PRY,1996,0.0204,Latin America & Caribbean,Upper middle income
French Polynesia,PYF,1996,0.091,East Asia & Pacific,High income
Qatar,QAT,1996,0.93,Middle East & North Africa,High income
Romania,ROU,1996,0.222,Europe & Central Asia,High income
Russian Federation,RUS,1996,0.27,Europe & Central Asia,High income
Rwanda,RWA,1996,0.000883,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,1996,0.0267,Middle East & North Africa,High income
Sudan,SDN,1996,0.0,Sub-Saharan Africa,Low income
Senegal,SEN,1996,0.0112,Sub-Saharan Africa,Lower middle income
Singapore,SGP,1996,8.35,East Asia & Pacific,High income
